"text","retweet_count","favorite_count","is_retweet","date"
"The biggest difference between the Presidential Race in 2020 and that of 2016 is the 2016 candidate Crooked Hillary Clinton was much smarter and sharper than Slow  Joe we have even more ENTHUSIASM now and FoxNews has become politically correct and no longer the big deal",27542,118287,"0",2020-08-15
"RT DanScavino ",19309,0,"1",2019-11-13
"I disagreed with doing this very small tiny section of wall in a tricky area by a private group which raised money by ads It was only done to make me look bad and perhsps it now doesnt even work Should have been built like rest of Wall 500 plus miles ",11549,45339,"0",2020-07-12
"RT JohnWHuber Time to start asking exactly what Priestap was telling Congress and Adam Schiff in 2017",3357,0,"0",2020-05-10
"Iran will be held fully responsible for lives lost or damage incurred at any of our facilities They will pay a very BIG PRICE This is not a Warning it is a Threat Happy New Year",27996,100328,"0",2020-01-01
"Such a great family ",7215,39669,"0",2020-01-25
"Great conversation with President Lenin Moreno of the Republic if Equador We will be sending them desperately needed Ventilators of which we have recently manufactured many and helping them in other ways They are fighting hard against CoronaVirus",5271,23878,"0",2020-04-24
"RT realDonaldTrump At the request of Congressman Moolenaar I have approved a major Disaster Declaration to provide more than 43 million",25858,0,"0",2020-07-11
"NBCNews and MSNBC should be ashamed of themselves for having such a horrible technical breakdown in the middle of the debate Truly unprofessional and only worthy of a FAKE NEWS Organization which they are",24807,120198,"0",2019-06-27
"Great meeting and dinner with Kim Jong Un in Hanoi Vietnam tonight Looking forward to continuing our discussions tomorrow HanoiSummit ",23088,99641,"0",2019-02-27
"RT paulsperry Obama officials were spying on incoming National Security Adviser Flynn's foreign calls weeks before his controversial pho",10111,0,"0",2020-05-16
"AugustPfluger is a Great Veteran and Strong Leader for Texas where he is running for Congress He will protect your 2A fight for our Farmers Oil/Gas Workers and he supports our MAGA amp KAG Agenda August has my Complete and Total Endorsement ",12489,35847,"0",2020-02-13
"Wow Just got word that our June 18th Tuesday ANNOUNCEMENT in Orlando Florida already has 74000 requests for a 20000 seat Arena With all of the big events that we have done this ticket looks to be the hottest of them all See you in Florida",23414,101746,"0",2019-06-12
"Our hearts go out to the people of Missouri as they woke up to assess the damage from storms You are strong and resilient and we are here to assist ",11142,49456,"0",2019-05-24
"RT LindseyGrahamSC President Trumps decision to declare a national emergency over the coronavirus pandemic is the right call  It wil",7118,0,"0",2020-03-17
"Thank you TuckerCarlson KimStrassel ",10407,42483,"0",2019-07-25
"and the many terrible things they say about the United States must not be allowed to go unchallenged If the Democrat Party wants to continue to condone such disgraceful behavior then we look even more forward to seeing you at the ballot box in 2020",30603,148332,"0",2019-07-14
"The Wall Street Journal always forgets to mention that the ratings for the White House Press Briefings are through the roof Monday Night Football Bachelor Finale according to nytimes amp is only way for me to escape the Fake News amp get my views across WSJ is Fake News",28686,131924,"0",2020-04-10
"RT SecGeneScalia POTUS signed the bipartisan Families First Coronavirus Response Act last night to support Americans affected by COVID",7990,0,"0",2020-03-23
"RT marklevinshow Jackson is hyperpolitical and undermining judicial integrity",10639,0,"0",2020-02-26
"Great Jobs Numbers",32267,211128,"0",2020-08-07
"The Washington Posts Lost Summer ",8837,31330,"0",2019-09-07
"RT WhiteHouse LIVE POTUS delivers remarks on National Day of Prayer ",8615,0,"0",2020-05-08
"Thank you ",8046,36817,"0",2020-08-29
"Michael Cohens book manuscript shows that he committed perjury on a scale not seen before He must have forgotten about his book when he testified What does Hillary Clintons lawyer Lanny Davis say about this one Is he being paid by Crooked Hillary Using her lawyer",23642,95142,"0",2019-03-01
"RT cheryleliz brithume As Victor Davis Hanson remarked there are a small number of people in Washington that dont care what others s",5519,0,"0",2020-05-16
"All is well Missiles launched from Iran at two military bases located in Iraq Assessment of casualties amp damages taking place now So far so good We have the most powerful and well equipped military anywhere in the world by far I will be making a statement tomorrow morning",158004,764333,"0",2020-01-08
"Time for Democrats to accept reality ",19982,79487,"0",2019-04-20
"RT SenBillCassidy The rules laid out by senatemajldr for the impeachment trial follow the Clinton Model which passed 1000 in 1999 Why",12263,0,"0",2020-01-23
"Thank you ",8936,37859,"0",2020-02-26
"German DAX way up due to stimulus remarks from Mario Draghi Very unfair to the United States",9914,46312,"0",2019-06-18
"The Collusion Delusion is OVER ",17785,64293,"0",2019-05-02
"RT RepMarkMeadows Democrats go 4 weeks with a secretive free for all no rules impeachment processand now try to save face with a shor",17753,0,"0",2019-10-30
"ruling amp request of yesterday I have wanted to take care of DACA recipients better than the Do Nothing Democrats but for two years they refused to negotiate  They have abandoned DACA Based on the decision the Dems cant make DACA citizens They gained nothing DHSgov",14152,56109,"0",2020-06-19
"100 Confirmed ",13174,55650,"0",2019-08-27
"Mueller and the AG based on Mueller findings and great intelligence have already ruled No Collusion No Obstruction These were crimes committed by Crooked Hillary the DNC Dirty Cops and others INVESTIGATE THE INVESTIGATORS",23284,89056,"0",2019-04-15
"When will the Radical Left Congresswomen apologize to our Country the people of Israel and even to the Office of the President for the foul language they have used and the terrible things they have said So many people are angry at them amp their horrible amp disgusting actions",36213,156562,"0",2019-07-15
"RT marklevinshow Attorney General Bill Barr slams the constant efforts to undermine the president in a speech to the Federalist Society",17757,0,"1",2019-11-16
"RT WhiteHouse President realDonaldTrump and Prime Minister AbeShinzo met for bilateral meetings and a working lunch at Akasaka Palace",9670,0,"0",2019-05-27
"RT CNBCnow BREAKING Democrats block McConnells effort to get unanimous support for 250 billion in additional small business aid ",7920,0,"0",2020-04-10
"Thank you Mr Prime Minister a great honor ",17441,79871,"0",2019-06-16
"Wow CNN RATINGS HAVE CRASHED LOST ALL CREDIBILITY",21097,101456,"0",2019-07-12
"RT JohnCornyn San Francisco made a choice to tolerate vagrancy and encourage drug use It made the problems worse writes HMDatMi ",7124,0,"0",2019-10-06
"RT GreggJarrett ",8503,0,"0",2020-04-21
"Pelosi amp Schumer blocked desperately needed unemployment payments which is so terrible especially since they fully understand that it was not the workers fault that they are unemployed its the fault of China",42034,144043,"0",2020-08-01
"RT WhiteHouse Americans will write our own economic destiny Never believe the pessimists Progrowth proworker policies workAmerica",7636,0,"0",2019-04-06
"RT senatemajldr It is my intention that the Senate will not adjourn until we have passed significant and bold new steps above and beyond",11447,0,"0",2020-03-20
"RT WhiteHouse NEW Medicare will dramatically expand telehealth services in response to the CoronavirusMedicare patients can now visit",6512,0,"0",2020-03-18
"Comcast NBC/MSNBC Trump haters who do whatever Brian amp Steve tell them to do Like CNN NBC is also way down in the ratings But FoxNews who failed in getting the very BORING Dem debates is now loading up with Democrats amp even using Fake unsourced nytimes as",14233,62108,"0",2019-07-07
"Obamacare is a joke Deductible is far too high and the overall cost is ridiculous My Administration has gone out of its way to manage OC much better than previous but it is still no good I will ALWAYS PROTECT PEOPLE WITH PREEXISTING CONDITIONS ALWAYS ALWAYSALWAYS",26298,112833,"0",2020-06-27
"MAILIN VOTING WILL LEAD TO MASSIVE FRAUD AND ABUSE IT WILL ALSO LEAD TO THE END OF OUR GREAT REPUBLICAN PARTY WE CAN NEVER LET THIS TRAGEDY BEFALL OUR NATION BIG MAILIN VICTORY IN TEXAS COURT TODAY CONGRATS",57467,247882,"0",2020-05-29
"RT TeamTrump Our SECOND SuperBowl ad just airedAmerica is Stronger Safer and More Prosperous thanks to President realDonaldTrump",22167,0,"0",2020-02-02
"Sen Tim Scott Says Trump 'Innocent' 'No Way' Senate Convicts ",16116,58006,"0",2019-11-30
"Billions of dollars are sent to the State of California for Forrest fires that with proper Forrest Management would never happen Unless they get their act together which is unlikely I have ordered FEMA to send no more money It is a disgraceful situation in lives amp money",7635,30626,"0",2019-01-09
"I will be interviewed Sunday morning on FaceTheNation and prior to the Super Bowl on CBS at 330 PM Enjoy",15483,82352,"0",2019-02-02
"RT RepLaMalfa Tonight I joined SteveScalise RepAndyBiggsAZ amp HouseGOP in voting to censure Rep Adam Schiff Of course Democrats",11107,0,"0",2019-10-22
"RT JohnBoozman Arkansas children struggling with hunger during this public health crisis are benefiting from creative flexible approache",1560,0,"0",2020-06-05
"Join me at the Target Center in Minneapolis Minnesota this Thursday October 10th at 700pm Tickets ",13358,44548,"0",2019-10-06
"SteveScalise blew the nasty amp obnoxious Chris Wallace will never be his father Mike away on Chriss lowest rated unless Im on morning show This kind of dumb and unfair interview would never have happened in the FoxNews past Great job Steve",17046,61746,"0",2019-11-17
